Time Interval,F1,F2,F3,F4,F5,F6
207,115,107,107,103,99,99
208,0,0,0,0,0,0
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,0,0,0,0,0,0
213,0,0,0,0,0,0
214,0,0,0,0,0,0
215,0,0,0,3,11,15
216,19,31,35,39,47,51
217,47,55,59,59,67,67
218,59,63,63,67,71,71
219,51,51,51,55,55,55
220,7,15,15,19,27,31
221,83,95,99,103,111,115
222,183,191,191,195,203,203
223,255,255,255,255,255,255
224,255,255,255,255,255,255
225,255,255,255,255,255,255
226,255,255,255,255,255,255
227,255,255,255,255,255,255
228,231,223,219,215,211,211
229,191,187,183,179,171,171
230,131,123,119,119,115,115
231,91,87,87,87,91,91
232,59,63,63,63,71,75
233,39,39,43,43,51,55
234,15,15,19,19,23,27
235,0,0,0,0,3,7
236,0,0,0,0,0,3
237,11,11,11,15,15,19
238,59,55,55,55,55,55
239,95,95,95,95,95,95
