Time Interval,F1,F2,F3,F4,F5,F6
240,123,123,123,123,123,123
241,131,131,131,131,131,131
242,123,123,123,123,119,119
243,111,107,107,107,107,107
244,91,87,87,87,87,91
245,79,79,75,79,79,83
246,87,87,87,87,91,95
247,123,127,127,127,131,135
248,167,171,171,175,175,175
249,207,211,211,211,211,211
250,227,227,231,231,227,227
251,231,231,231,231,231,231
252,207,211,211,211,211,207
253,191,191,187,187,187,187
254,159,159,155,155,151,151
255,115,115,111,111,107,103
256,59,55,55,55,47,47
257,0,0,0,0,0,0
258,0,0,0,0,0,0
259,0,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,0,0,0,0,0,0
263,0,0,0,0,0,0
264,91,87,83,79,71,67
265,171,167,163,159,147,143
266,219,215,211,207,195,191
267,235,231,227,223,215,207
268,227,223,219,215,203,199
269,199,191,187,183,175,175
270,159,151,147,143,139,135
271,131,123,119,115,111,111
272,111,107,103,103,99,99
273,91,91,91,91,91,95
274,75,75,75,75,75,75
275,39,39,39,39,39,43
276,0,0,0,0,0,0
277,0,0,0,0,0,0
278,0,0,0,0,0,0
279,0,0,0,0,0,0
280,0,0,0,0,0,0
281,0,0,0,0,0,0
282,0,0,0,0,0,0
283,0,0,0,0,0,0
284,135,131,131,127,127,127
285,171,167,167,163,163,159
286,183,179,175,175,171,171
287,179,171,167,167,163,163
288,163,155,151,147,147,147
289,147,139,139,135,135,135
290,143,143,139,139,143,143
291,155,155,155,155,159,159
292,171,171,171,171,171,171
293,187,183,183,183,183,183
294,207,203,203,203,203,203
295,219,219,219,219,223,223
296,239,239,239,243,247,251
297,255,255,255,255,255,255
298,255,255,255,255,255,255
299,255,255,255,255,255,255
300,255,255,255,255,255,255
301,255,255,255,255,255,255
302,255,255,255,255,255,255
303,231,235,235,239,239,243
304,179,179,183,183,187,187
305,0,0,0,0,0,0
306,0,0,0,0,0,0
307,0,0,0,0,0,0
308,0,0,0,0,0,0
309,0,0,0,0,0,0
310,0,0,0,0,0,0
311,0,0,0,0,0,0
312,0,0,0,0,0,0
313,255,255,255,255,255,255
314,239,223,215,207,195,187
315,127,127,127,127,127,127
316,127,127,127,127,127,127
317,127,127,127,127,127,127
318,127,127,127,127,127,127
319,127,127,127,127,127,127
320,127,127,127,127,127,127
321,127,127,127,127,127,127
322,127,127,127,127,127,127
323,127,127,127,127,127,131
324,167,175,179,179,183,183
325,219,231,235,239,239,243
326,255,255,255,255,255,255
327,255,255,255,255,255,255
328,255,255,255,255,255,255
329,255,255,255,255,255,255
330,255,255,255,255,255,255
331,255,255,255,255,255,255
332,255,255,255,255,255,255
333,255,255,255,255,255,255
334,255,255,255,255,255,255
335,255,255,255,255,255,255
336,255,255,255,255,255,255
337,255,255,255,255,255,255
338,255,255,255,255,255,255
339,255,255,255,255,255,255
340,255,255,255,255,255,255
341,255,255,255,255,255,255
342,255,255,255,255,255,255
343,255,255,255,255,255,255
344,255,255,255,255,255,255
345,255,255,255,255,255,255
346,255,255,255,255,255,255
347,255,255,255,255,255,255
348,255,255,255,255,255,255
349,255,255,255,255,255,255
350,255,255,255,255,255,255
351,255,255,255,255,255,255
352,255,255,255,255,255,255
353,255,255,255,255,255,255
354,255,255,255,255,255,255
355,255,255,255,255,255,255
356,255,255,255,255,255,255
357,255,255,255,255,255,255
358,255,255,255,255,255,255
359,255,255,255,255,255,255
360,255,255,255,255,255,255
361,255,255,255,255,255,255
362,255,255,255,255,255,255
363,255,255,255,255,255,255
364,255,255,255,255,255,255
365,255,255,255,255,255,255
366,255,255,255,255,255,255
367,255,255,255,255,255,255
368,255,255,255,255,255,255
369,255,255,255,255,255,255
370,255,255,255,255,255,255
371,255,255,255,255,255,255
372,251,247,243,239,231,227
373,223,223,219,219,211,211
374,219,215,215,215,215,211
375,215,215,215,215,215,211
376,211,211,211,207,203,203
377,203,199,199,195,191,187
378,191,187,187,187,179,179
379,191,187,187,187,187,187
380,227,227,227,231,235,239
381,243,251,255,255,255,255
382,255,255,255,255,255,255
383,255,255,255,255,255,255
384,255,255,255,255,255,255
385,255,255,255,255,255,255
386,255,255,255,255,255,255
387,255,255,255,255,255,255
388,255,255,255,255,255,255
389,255,255,255,255,255,255
390,255,255,255,255,255,255
391,255,255,255,255,255,255
392,255,255,255,255,255,255
393,255,255,255,255,255,255
394,255,255,255,255,255,255
395,255,255,255,255,255,255
396,255,255,255,255,251,247
397,211,203,199,191,179,175
398,143,135,131,127,119,115
399,95,87,83,79,71,67
400,63,59,55,51,47,43
401,43,43,47,43,43,43
402,23,23,23,23,23,23
403,0,0,0,0,0,0
404,0,0,0,0,0,0
405,0,0,0,0,0,0
406,0,0,0,0,0,0
407,0,0,0,0,0,0
408,0,0,0,0,0,0
409,0,0,0,0,0,0
410,0,0,0,0,0,0
411,0,0,0,0,0,0
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,0,0,0,0,0,0
416,0,0,0,0,0,0
417,19,15,15,11,3,3
418,95,91,87,83,75,71
419,147,139,139,135,127,119
420,171,167,167,163,155,151
421,179,175,175,171,163,159
422,167,163,163,163,159,159
423,175,171,171,167,167,167
424,187,183,183,183,183,183
425,195,195,195,195,199,203
426,207,207,207,207,215,219
427,231,231,231,231,235,235
428,255,255,255,255,255,255
429,255,255,255,255,255,255
430,255,255,255,255,255,255
431,255,255,255,255,255,255
432,255,255,255,255,255,255
433,255,255,255,255,255,255
434,255,255,255,255,255,255
435,255,255,255,255,255,255
436,255,255,255,255,255,255
437,255,255,255,255,255,255
438,255,255,255,255,255,255
439,255,255,255,255,255,255
440,255,255,255,255,255,255
441,255,255,255,255,255,255
442,255,255,255,255,255,255
443,255,255,255,255,255,255
444,255,255,255,255,255,255
445,255,255,255,255,255,255
446,255,255,255,255,255,255
447,255,255,255,255,251,251
448,255,255,255,255,251,251
449,255,255,255,255,255,251
450,251,251,251,251,251,251
451,243,243,243,243,243,243
452,239,235,235,235,235,239
453,231,223,223,223,227,231
454,223,223,227,231,235,235
455,243,243,247,251,255,255
456,255,255,255,255,255,255
457,255,255,255,255,255,255
458,255,255,255,255,255,255
459,255,255,255,255,255,255
460,255,255,255,255,255,255
461,255,255,255,255,255,255
462,255,255,255,255,255,255
463,247,247,247,247,251,251
464,239,239,239,239,243,243
465,235,239,239,239,239,239
466,235,235,235,235,239,239
467,227,231,231,231,231,231
468,223,223,223,227,227,227
469,219,223,223,223,223,223
470,215,219,219,223,223,223
471,215,219,219,223,223,227
472,223,223,223,227,227,227
473,231,231,231,231,227,223
474,243,243,239,239,231,227
475,255,255,255,255,255,255
476,255,255,255,255,255,255
477,255,255,255,255,255,255
478,255,255,255,255,255,255
479,255,255,255,255,255,255
480,255,255,255,255,255,255
481,255,255,255,255,255,255
482,255,255,255,255,255,255
483,255,255,255,255,255,255
484,255,255,255,255,255,255
485,255,255,255,255,255,255
486,255,255,255,255,255,255
487,255,255,255,255,255,255
488,255,255,255,255,255,255
489,255,255,255,255,255,255
490,255,255,255,255,255,255
491,255,255,255,255,255,255
492,255,255,255,255,255,255
493,255,255,255,255,255,255
494,255,255,255,255,255,255
495,255,255,255,255,255,255
496,255,255,255,255,255,255
497,255,255,255,255,255,255
498,255,255,255,255,255,255
499,255,255,255,255,255,255
500,255,255,255,255,255,255
501,255,255,255,255,255,255
502,255,255,255,255,255,255
503,255,255,255,255,255,255
504,255,255,255,255,255,255
505,255,255,255,255,255,255
506,255,255,255,255,255,255
507,255,255,255,255,255,255
508,255,255,255,255,255,255
509,255,255,255,255,255,255
510,255,255,255,255,255,255
511,255,255,255,255,255,255
512,255,255,255,255,255,255
513,255,255,255,255,255,255
514,255,255,255,255,255,255
515,255,255,255,255,255,255
516,255,255,255,255,255,255
517,255,255,255,255,255,255
518,255,255,255,255,255,255
519,255,255,255,255,255,255
520,255,255,255,255,255,255
521,255,255,255,255,255,255
522,255,255,255,255,255,255
523,255,255,255,255,255,255
524,255,255,255,255,255,255
525,255,255,255,255,255,255
526,255,255,255,255,255,255
527,255,255,255,255,255,255
528,255,255,255,255,255,255
529,255,255,255,255,255,255
530,255,255,255,255,255,255
531,255,255,255,255,255,255
532,255,255,255,255,255,255
533,255,255,255,255,255,255
534,255,255,255,255,255,255
535,255,255,255,255,255,255
536,255,255,255,255,255,255
537,255,255,255,255,255,255
538,255,255,255,255,247,243
539,235,231,231,227,223,223
540,243,243,243,239,239,239
541,255,255,255,255,255,255
542,255,255,255,255,255,255
543,255,255,255,255,255,255
544,255,255,255,255,255,255
545,255,255,255,255,255,255
546,255,255,255,255,255,255
547,255,255,255,255,255,255
548,255,255,255,255,255,255
549,255,255,255,255,255,255
550,255,255,255,255,255,255
551,255,255,255,255,255,255
552,255,255,255,255,255,255
553,255,255,255,255,255,255
554,255,255,255,255,255,255
555,255,255,255,255,255,251
556,255,255,251,247,243,243
557,255,255,251,251,243,239
558,255,255,255,255,247,243
559,255,255,255,255,251,247
560,255,255,255,255,247,243
561,243,235,231,223,215,207
562,215,207,203,195,187,183
563,183,179,179,175,163,159
564,167,163,159,159,151,147
565,143,139,135,135,127,123
566,119,115,107,103,95,95
567,99,87,83,79,71,67
568,79,71,67,63,59,59
569,63,55,51,51,51,55
570,51,43,43,43,43,47
571,63,55,55,51,47,47
572,83,75,71,67,63,59
573,95,87,83,79,71,67
574,99,91,87,83,75,71
575,87,83,83,79,75,71
576,91,95,95,95,103,103
577,191,199,207,215,227,231
578,255,255,255,255,255,255
579,255,255,255,255,255,255
580,223,219,219,219,219,219
581,183,179,179,179,179,179
582,175,171,171,167,163,163
583,191,191,191,187,187,187
584,211,215,215,215,215,215
585,223,231,231,235,235,239
586,239,243,247,251,255,255
587,255,255,255,255,255,255
588,255,255,255,255,255,255
589,255,255,255,255,255,255
590,255,255,255,255,255,255
591,255,255,255,255,255,255
592,255,255,255,255,255,255
593,255,255,255,255,255,255
594,255,255,255,255,255,255
595,255,255,255,255,255,255
596,255,255,255,255,255,255
597,255,255,255,255,255,255
598,255,255,255,255,255,255
599,255,255,255,255,255,255
600,255,255,255,255,255,255
601,255,255,255,255,255,255
602,255,255,255,255,255,255
603,255,255,255,255,255,255
604,255,255,255,255,255,255
605,255,255,255,255,255,255
606,255,255,255,255,255,255
607,255,255,255,255,255,255
608,255,255,255,255,255,255
609,255,255,255,255,255,255
610,255,255,255,255,255,255
611,255,255,255,255,255,255
612,255,255,255,255,255,255
613,255,255,255,255,255,255
614,255,255,255,255,255,255
615,255,255,255,255,255,255
616,255,255,255,255,255,255
617,255,255,255,255,255,255
618,255,255,255,255,255,255
619,255,255,255,255,255,255
620,255,255,255,255,255,255
621,255,255,255,255,255,255
622,255,255,255,255,255,255
623,255,255,255,255,255,255
624,255,255,255,255,255,255
625,255,255,255,255,255,255
626,255,255,255,255,255,255
627,255,255,255,255,255,255
628,255,255,255,255,255,255
629,255,255,255,255,255,255
630,255,255,255,255,255,255
631,255,255,255,255,255,255
632,255,255,255,255,255,255
633,255,255,255,255,255,255
634,255,255,255,255,247,239
635,255,251,247,243,235,231
636,255,251,247,247,243,239
637,255,255,251,251,247,247
638,255,255,255,255,255,255
639,255,255,255,255,255,255
640,255,255,255,255,255,255
641,255,255,255,255,255,255
642,255,255,255,255,255,255
643,255,255,255,255,255,255
644,255,255,255,255,255,255
645,255,255,255,255,255,255
646,255,255,255,255,255,255
647,255,255,255,255,255,255
648,255,255,255,255,255,255
649,255,255,255,255,255,255
650,251,247,247,243,243,243
651,247,239,239,235,235,235
652,247,243,239,239,235,235
653,255,251,247,247,243,247
654,255,255,255,255,255,255
655,255,255,255,255,255,255
656,255,255,255,255,255,255
657,255,255,255,255,255,255
658,255,255,255,255,255,255
659,251,255,255,255,255,255
660,231,235,239,243,247,247
661,219,223,227,231,239,239
662,211,215,219,223,231,231
663,211,215,219,223,227,231
664,223,227,231,231,235,239
665,235,239,243,243,247,247
666,247,247,251,251,255,255
667,255,255,255,255,255,255
668,255,255,255,255,255,255
669,255,255,255,255,255,255
670,255,255,255,255,255,255
671,255,255,255,255,255,255
672,255,255,255,255,255,255
673,255,255,255,255,255,255
674,255,255,255,255,255,255
675,255,255,255,255,255,255
676,255,255,255,255,255,255
677,255,255,255,255,255,255
678,255,255,255,255,255,255
679,255,255,255,255,255,255
680,255,255,255,255,255,255
681,255,255,255,255,255,255
682,255,255,255,255,255,255
683,255,255,255,255,255,255
684,255,255,255,255,255,255
685,255,255,255,255,255,255
686,255,255,255,255,255,255
687,255,255,255,255,255,255
688,255,255,255,255,255,255
689,255,255,255,255,255,255
690,255,255,255,255,255,255
691,255,255,255,255,255,255
692,255,255,255,255,255,255
693,255,255,255,255,255,255
694,251,247,247,247,247,247
695,251,247,247,247,247,247
696,255,255,255,255,255,255
697,255,255,255,255,255,255
698,255,255,255,255,255,255
699,255,255,255,255,255,255
700,255,255,255,255,255,255
701,255,255,255,255,255,255
702,255,255,255,255,255,255
703,255,255,255,255,255,255
704,255,255,255,255,255,255
705,255,255,255,255,255,255
706,255,255,255,255,255,255
707,255,255,255,255,255,255
708,255,255,255,255,251,251
709,227,219,215,211,203,203
710,147,143,139,139,135,135
711,131,127,123,123,123,127
712,119,115,115,115,115,115
713,115,107,103,103,99,99
714,103,95,91,87,83,83
715,91,83,79,75,75,75
716,71,67,67,67,71,71
717,59,59,63,63,67,71
718,55,59,59,59,63,67
719,59,59,59,63,63,63
720,51,51,51,51,47,47
721,51,51,47,47,39,35
722,55,55,51,47,39,35
723,51,51,47,43,35,31
724,35,31,31,27,23,23
725,3,3,3,3,3,3
726,0,0,0,0,0,0
727,0,0,0,0,0,0
728,0,0,0,0,0,0
729,0,0,0,0,0,0
730,0,0,0,0,0,0
731,0,0,0,0,0,0
732,0,0,0,0,0,0
733,0,0,0,0,0,0
734,0,0,0,0,0,0
735,0,0,0,0,0,0
736,0,0,0,0,0,0
737,0,7,11,11,15,19
738,19,27,31,31,35,39
739,39,39,43,43,43,47
740,55,55,55,55,55,55
741,67,67,67,67,67,67
742,59,59,63,63,63,63
743,43,43,47,47,47,47
744,31,31,31,31,35,35
745,31,31,35,35,39,39
746,27,31,31,35,35,39
747,27,27,31,31,31,31
748,23,23,27,27,27,27
749,23,31,39,43,47,51
750,159,171,179,183,195,199
751,255,255,255,255,255,255
752,139,131,127,127,127,127
753,127,127,127,127,127,127
754,127,127,127,127,127,127
755,127,127,127,127,127,127
756,175,179,183,187,195,199
757,247,255,255,255,255,255
758,255,255,255,255,255,255
759,255,255,255,255,255,255
760,255,255,255,255,255,255
761,255,255,255,255,255,255
762,255,247,247,247,243,239
763,147,143,143,143,143,143
764,139,143,143,147,155,159
765,163,171,179,183,191,199
766,203,211,215,219,227,231
767,239,239,243,243,251,255
768,255,255,255,255,255,255
769,255,255,255,255,255,255
770,255,255,255,255,255,255
771,255,255,255,255,255,255
772,255,255,255,255,255,255
773,255,255,255,255,255,255
774,255,255,255,255,255,255
775,255,255,255,255,255,255
776,255,255,255,255,255,255
777,191,191,195,191,191,191
778,151,151,147,147,143,139
779,123,115,111,107,95,91
780,103,95,87,83,71,67
781,79,71,67,63,55,55
782,47,43,43,39,35,35
783,19,19,19,19,15,15
784,3,7,11,11,11,7
785,7,15,15,15,19,19
786,23,27,31,31,35,39
787,47,51,51,55,59,59
788,71,75,75,75,79,79
789,107,107,107,107,107,107
790,167,171,175,175,183,187
791,255,255,255,255,255,255
792,255,255,255,255,251,247
793,151,151,151,151,151,147
794,127,127,127,127,127,127
795,127,127,127,127,127,127
796,127,127,127,127,127,135
797,155,167,171,179,195,203
798,235,247,255,255,255,255
799,255,255,255,255,255,255
800,255,255,255,255,255,255
801,255,255,255,255,255,255
802,255,255,255,255,255,255
803,235,231,231,227,223,223
804,187,183,179,175,167,167
805,131,123,119,115,103,99
806,55,51,51,51,47,43
807,47,47,47,47,47,47
808,63,63,63,67,67,67
809,91,91,91,91,91,91
810,111,111,115,115,111,111
811,115,115,115,115,111,111
812,103,99,99,95,91,91
813,67,63,59,59,55,51
814,19,11,11,7,3,3
815,0,0,0,0,0,0
816,0,0,0,0,0,0
817,0,0,0,0,0,0
818,0,0,0,0,0,0
819,0,0,0,0,0,0
820,0,0,0,0,0,0
821,0,0,0,0,0,0
822,0,0,0,0,0,0
823,0,0,0,0,0,0
824,0,0,0,0,0,0
825,0,0,0,0,0,0
826,0,0,0,0,0,0
827,0,0,0,0,0,0
828,0,0,0,0,0,0
829,0,0,0,0,0,0
830,0,0,0,0,0,0
831,0,0,0,0,0,0
832,0,0,0,0,0,0
833,0,0,0,0,0,0
834,0,0,0,0,0,0
835,0,0,0,0,0,0
836,0,0,0,0,0,0
837,0,0,0,0,0,0
838,0,0,0,0,0,0
839,0,0,0,0,0,0
840,0,0,0,0,0,0
841,0,0,0,0,0,0
842,0,15,23,31,51,59
843,255,255,255,255,255,255
844,255,255,255,255,255,255
845,255,255,255,255,255,255
846,255,255,255,255,255,255
847,255,255,255,255,255,255
848,255,255,255,255,255,255
849,255,255,255,255,255,255
850,199,199,199,195,195,191
851,147,147,147,151,151,151
852,119,123,123,123,127,127
853,91,95,95,95,99,99
854,59,63,63,67,71,71
855,19,23,23,27,31,35
856,0,0,0,0,0,0
857,0,0,0,0,0,0
858,0,0,0,0,0,0
859,0,0,0,0,0,0
860,0,0,0,0,0,0
861,0,0,0,0,0,0
862,0,0,0,0,0,0
863,0,0,0,0,0,0
864,0,0,0,0,0,0
865,0,0,0,0,0,0
866,0,0,0,0,0,0
867,0,0,0,0,0,0
868,0,0,0,0,0,0
869,0,0,0,0,0,0
870,0,0,0,0,0,0
871,0,0,0,0,0,0
872,0,0,0,0,0,0
873,0,0,0,0,0,0
874,0,0,0,0,0,0
875,0,0,0,0,0,0
876,0,0,0,0,0,0
877,0,0,0,0,0,0
878,0,0,0,0,0,0
879,0,0,0,0,0,0
880,0,0,0,0,0,0
881,0,0,0,0,0,0
882,0,0,0,0,0,0
883,0,0,0,3,15,19
884,111,119,127,135,147,151
885,199,207,215,219,231,235
886,255,255,255,255,255,255
887,255,255,255,255,255,255
888,255,255,255,255,255,255
889,255,255,255,255,255,255
890,255,255,255,255,255,255
891,135,127,127,127,123,127
892,59,55,59,59,59,63
893,11,7,11,11,15,19
894,0,0,0,0,0,0
895,0,0,0,0,0,0
896,0,0,0,0,0,0
897,0,0,0,0,0,0
898,0,0,0,0,0,0
899,0,0,0,0,0,0
900,0,0,0,0,0,0
901,0,0,0,0,0,0
902,0,0,0,0,0,0
903,0,0,0,0,0,0
904,0,0,0,0,0,0
905,0,0,0,0,0,0
906,0,0,0,0,0,0
907,0,0,0,0,0,0
908,0,0,0,0,0,0
909,0,0,0,0,0,0
910,0,0,0,0,0,0
911,0,0,0,0,0,0
912,0,0,0,0,0,0
913,0,0,0,0,0,0
914,0,0,0,0,0,0
915,0,0,0,0,0,0
916,0,0,0,0,0,0
917,0,0,0,0,0,0
918,0,0,0,0,0,0
919,0,0,0,0,0,0
920,0,0,0,0,0,0
921,0,0,0,0,0,0
922,0,0,0,0,0,0
923,0,0,0,11,35,43
924,51,71,79,91,107,115
925,95,111,123,131,143,151
926,111,123,131,135,147,155
927,103,115,119,127,135,143
928,95,107,111,119,127,135
929,103,115,123,131,143,147
930,123,135,143,151,167,175
931,139,155,163,175,191,195
932,155,171,183,191,207,215
933,171,183,187,195,203,211
934,163,171,175,179,183,187
935,143,147,147,151,151,155
936,107,111,111,111,115,115
937,67,67,67,71,71,71
938,11,11,11,11,11,11
939,0,0,0,0,0,0
940,0,0,0,0,0,0
941,0,0,0,0,0,0
942,0,0,0,0,0,0
943,0,0,0,0,0,0
944,0,0,0,0,0,0
945,0,0,0,0,0,0
946,0,0,0,0,0,0
947,0,0,0,0,0,0
948,0,0,0,0,0,0
949,0,0,0,0,0,0
950,0,0,0,0,0,0
951,0,0,0,0,0,0
952,0,0,0,0,0,0
953,0,0,0,0,0,0
954,0,0,0,0,0,0
955,0,0,0,0,0,0
956,0,0,0,0,0,0
957,0,0,0,0,0,0
958,0,0,0,0,0,0
959,0,0,0,0,0,0
960,0,0,0,0,0,0
961,0,0,0,0,0,0
962,0,0,0,0,0,0
963,0,0,0,0,0,0
964,0,0,0,0,0,0
965,0,0,0,0,0,0
966,0,0,0,0,0,0
967,0,0,0,0,0,0
968,0,0,0,0,0,0
969,0,0,0,0,0,0
970,0,0,0,0,0,0
971,0,0,0,0,0,0
972,0,0,0,0,0,0
973,0,0,0,0,0,0
974,0,0,0,0,0,0
975,0,0,0,0,0,0
976,0,0,0,0,0,0
977,0,0,0,0,0,0
978,0,0,0,0,0,0
979,0,0,0,0,0,0
980,0,0,0,0,0,0
981,0,0,0,0,0,0
982,0,0,0,0,0,0
983,0,0,0,0,0,0
984,0,0,0,0,0,0
985,0,0,0,0,0,0
986,0,0,0,0,0,0
987,0,0,0,0,0,0
988,0,0,0,0,0,0
989,0,0,0,0,0,0
990,0,0,0,0,0,0
991,0,0,0,0,0,0
992,0,0,0,0,0,0
993,0,0,0,0,0,0
994,0,0,0,0,0,0
995,0,0,0,0,0,0
996,0,0,0,0,0,0
997,0,0,0,0,0,0
998,0,0,0,0,0,0
999,0,0,0,0,0,0
1000,0,0,0,0,0,0
1001,0,0,0,0,0,0
1002,0,0,0,0,0,0
1003,0,0,0,0,0,0
1004,0,0,0,0,0,0
1005,0,0,0,0,0,0
1006,0,0,0,0,0,0
1007,0,0,0,0,0,0
1008,0,0,0,0,0,0
1009,0,0,0,0,0,0
1010,0,0,0,0,0,0
1011,0,0,0,0,0,0
1012,0,0,0,0,0,0
1013,0,0,0,0,0,0
1014,0,0,0,0,0,0
1015,0,0,0,0,0,0
1016,0,0,0,0,0,0
1017,0,0,0,0,0,0
1018,0,0,0,0,0,0
1019,0,0,0,0,0,0
1020,0,0,0,0,0,0
1021,0,0,0,0,0,0
1022,0,0,0,0,0,0
1023,0,0,0,0,0,0
1024,0,0,0,0,0,0
1025,0,0,0,0,0,0
1026,0,0,0,0,0,0
1027,0,0,0,0,0,0
1028,0,0,0,0,0,0
1029,0,0,0,0,0,0
1030,0,0,0,0,0,0
1031,0,0,0,0,0,0
1032,0,0,0,0,0,0
1033,0,0,0,0,0,0
1034,0,0,0,0,0,0
1035,0,0,0,0,0,0
1036,0,0,0,0,0,0
1037,0,0,0,0,0,0
1038,0,0,0,0,0,0
1039,0,0,0,0,0,0
1040,0,0,0,0,0,0
1041,0,0,0,0,0,0
1042,0,0,0,0,0,0
1043,0,0,0,0,0,0
1044,0,0,0,0,0,0
1045,0,0,0,0,0,0
1046,0,0,0,0,0,0
1047,0,0,0,0,0,0
1048,0,0,0,0,0,0
1049,0,0,0,0,0,0
1050,0,0,0,0,0,0
1051,0,0,0,0,0,0
1052,0,0,0,0,0,0
1053,0,0,0,0,0,0
1054,0,0,0,0,0,0
1055,0,0,0,0,0,0
1056,0,0,0,0,0,0
1057,0,0,0,0,0,0
1058,0,0,0,0,0,0
1059,0,0,0,0,0,0
1060,0,0,0,0,0,0
1061,0,0,0,0,0,0
1062,0,0,0,0,0,0
1063,0,0,0,0,0,0
1064,0,0,0,0,0,0
1065,0,0,0,0,0,0
1066,0,0,0,0,0,0
1067,0,0,0,0,0,0
1068,0,0,0,0,0,0
1069,0,0,0,0,0,0
1070,0,0,0,0,0,0
1071,0,0,0,0,0,0
1072,0,0,0,0,0,0
1073,0,0,0,0,0,0
1074,0,0,0,0,0,0
1075,0,0,0,0,0,0
1076,0,0,0,0,0,0
1077,0,0,0,0,0,0
1078,0,0,0,0,0,0
1079,0,0,0,0,0,0
1080,0,0,0,0,0,0
1081,0,0,0,0,0,0
1082,0,0,0,0,0,0
1083,0,0,0,0,0,0
1084,0,0,0,0,0,0
1085,0,0,0,0,0,0
1086,0,0,0,0,0,0
1087,0,0,0,0,0,0
1088,0,0,0,0,0,0
1089,0,0,0,0,0,0
1090,0,0,0,0,0,0
1091,0,0,0,0,0,0
1092,0,0,0,0,0,0
1093,0,0,0,0,0,0
1094,0,0,0,0,0,0
1095,0,0,0,0,0,0
1096,0,0,0,0,0,0
1097,0,0,0,0,0,0
1098,0,0,0,0,0,0
1099,0,0,0,0,0,0
1100,0,0,0,0,0,0
1101,0,0,0,0,0,0
1102,0,0,0,0,0,0
1103,0,0,0,0,0,0
1104,0,0,0,0,0,0
1105,0,0,0,0,0,0
1106,0,0,0,0,0,0
1107,0,0,0,0,0,0
1108,0,0,0,0,0,0
1109,0,0,0,0,0,0
1110,0,0,0,0,0,0
1111,0,0,0,0,0,0
1112,0,0,0,0,0,0
1113,0,0,0,0,0,0
1114,0,0,0,0,0,0
1115,0,0,0,0,0,0
1116,0,0,0,0,0,0
1117,0,0,0,0,0,0
1118,0,0,0,0,0,0
1119,0,0,0,0,0,0
1120,0,0,0,0,0,0
1121,0,0,0,0,0,0
1122,0,0,0,0,0,0
1123,0,0,0,0,0,0
1124,39,39,35,35,35,35
1125,243,239,239,239,235,235
1126,255,251,251,251,247,247
1127,215,211,211,211,207,207
1128,123,123,123,119,119,119
1129,0,0,0,0,0,0
1130,0,0,0,0,0,0
1131,0,0,0,0,0,0
1132,0,0,0,0,0,0
1133,0,0,0,0,0,0
1134,0,0,0,0,0,0
1135,0,0,0,0,0,0
1136,0,0,0,0,0,0
1137,0,0,0,0,0,0
1138,0,0,0,0,0,0
1139,0,0,0,0,0,0
1140,0,0,0,0,0,0
1141,0,0,0,0,0,0
1142,0,0,0,0,0,0
1143,0,0,0,0,0,0
1144,0,0,0,0,0,0
1145,0,0,0,0,0,0
1146,0,0,0,0,0,0
1147,0,0,0,0,0,0
1148,0,0,0,0,0,0
1149,0,0,0,0,0,0
1150,0,0,0,0,0,0
1151,0,0,0,0,0,0
1152,0,0,0,0,0,0
1153,0,0,0,0,0,0
1154,0,0,0,0,0,0
1155,0,0,0,0,0,0
1156,0,0,0,0,0,0
1157,0,0,0,0,0,0
1158,0,0,0,0,0,0
1159,0,0,0,0,0,0
1160,0,0,0,0,0,0
1161,0,0,0,0,0,0
1162,0,0,0,0,0,0
1163,0,0,0,0,0,0
1164,0,0,0,0,0,0
1165,0,0,0,0,0,0
1166,0,0,0,0,0,0
1167,0,0,0,0,0,0
1168,0,0,0,0,0,0
1169,0,0,0,0,0,0
1170,0,0,0,0,0,0
1171,0,0,0,0,0,0
1172,0,0,0,0,0,0
1173,23,31,39,43,55,59
1174,99,103,111,115,123,127
1175,143,147,151,155,159,163
1176,163,163,167,167,171,171
1177,159,159,159,159,159,159
1178,131,131,131,127,127,127
1179,83,83,79,79,79,79
1180,0,0,0,0,0,0
1181,0,0,0,0,0,0
1182,0,0,0,0,0,0
1183,0,0,0,0,0,0
1184,0,0,0,0,0,0
1185,0,0,0,0,0,0
1186,0,0,0,0,0,0
1187,0,0,0,0,0,0
1188,0,0,0,0,0,0
1189,0,0,0,0,0,0
1190,0,0,0,0,0,0
1191,0,0,0,0,0,0
1192,0,0,0,0,0,0
1193,0,0,0,0,0,0
1194,0,0,0,0,0,0
1195,0,0,0,0,0,0
1196,0,0,0,0,0,0
1197,0,0,0,0,0,0
1198,0,0,0,0,0,0
1199,0,0,0,0,0,0
1200,0,0,0,0,0,0
1201,0,0,0,0,0,0
1202,0,0,0,0,0,0
1203,0,0,0,0,0,0
1204,0,0,0,0,0,0
1205,0,0,0,0,0,0
1206,0,0,0,0,0,0
1207,0,0,0,0,0,0
1208,0,0,0,0,0,0
1209,0,0,0,0,0,0
1210,0,0,0,0,0,0
1211,0,0,0,0,0,0
1212,151,167,171,179,187,195
1213,243,255,255,255,255,255
1214,255,255,255,255,255,255
1215,255,255,255,255,255,255
1216,255,255,255,255,255,255
1217,255,255,255,255,255,255
1218,255,255,255,255,255,255
1219,255,255,255,255,255,255
1220,255,255,255,255,255,255
1221,255,255,255,255,255,255
